Transaction_ID,User_ID,Transaction_Amount,Transaction_Date,Transaction_Time,XGBoost_Risk_Score,LightGBM_Risk_Score
1028,19208626,80760000,2024-01-01 00:27:00,00:27:00,0.9999845,0.9999999999868507
1029,44755254,27402000,2024-01-01 00:28:00,00:28:00,0.99998903,0.9999999999641127
1030,23878993,28704000,2024-01-01 00:29:00,00:29:00,0.9999869,0.9999999999609157
1031,72488615,95215000,2024-01-01 00:30:00,00:30:00,0.9999839,0.9999999999956639
1032,18559718,97603000,2024-01-01 00:31:00,00:31:00,0.99999,0.9999999999819658
1033,51616099,72033000,2024-01-01 00:32:00,00:32:00,0.9999925,0.999999999977764
1034,68180260,67417000,2024-01-01 00:33:00,00:33:00,0.9999945,0.9999999999815781
1035,40497075,92894000,2024-01-01 00:34:00,00:34:00,0.9999634,0.9999999999419686
1036,34593763,29593000,2024-01-01 00:35:00,00:35:00,0.9999856,0.9999999999785665
1037,80125133,81799000,2024-01-01 00:36:00,00:36:00,0.99998343,0.9999999999591875
1038,89975759,46536000,2024-01-01 00:37:00,00:37:00,0.9999871,0.9999999999663483
1039,63818215,66519000,2024-01-01 00:38:00,00:38:00,0.999992,0.9999999999928018
1040,82951052,26272000,2024-01-01 00:39:00,00:39:00,0.9999882,0.9999999999811928
1041,18353971,41637000,2024-01-01 00:40:00,00:40:00,0.99997723,0.9999999999706575
1042,50945024,2832000,2024-01-01 00:41:00,00:41:00,0.9999845,0.9999999999802489
1043,71708883,16919000,2024-01-01 00:42:00,00:42:00,0.9999864,0.9999999999907949
1044,25638490,63954000,2024-01-01 00:43:00,00:43:00,0.9999949,0.9999999999912923
1045,23624699,6063000,2024-01-01 00:44:00,00:44:00,0.9999825,0.9999999999418154
1046,96407389,12922000,2024-01-01 00:45:00,00:45:00,0.99998903,0.9999999999907383
1047,64163673,13720000,2024-01-01 00:46:00,00:46:00,0.99999344,0.999999999997307
1048,48878167,54805000,2024-01-01 00:47:00,00:47:00,0.9999907,0.9999999999959117
1049,65156894,89271000,2024-01-01 00:48:00,00:48:00,0.99998677,0.9999999999658957
1050,95657328,58095000,2024-01-01 00:49:00,00:49:00,0.99999607,0.9999999999960543
1051,15582314,9256000,2024-01-01 00:50:00,00:50:00,0.9999881,0.9999999999909583
1052,17788783,81899000,2024-01-01 00:51:00,00:51:00,0.9999845,0.9999999999862896
1053,62805820,27633000,2024-01-01 00:52:00,00:52:00,0.9999831,0.9999999998649518
1054,56354699,58435000,2024-01-01 00:53:00,00:53:00,0.9999896,0.9999999999431477
1055,45055739,49138000,2024-01-01 00:54:00,00:54:00,0.9999857,0.9999999999836664
1056,92426744,1182000,2024-01-01 00:55:00,00:55:00,0.99997914,0.9999999999682134
1057,77627294,46839000,2024-01-01 00:56:00,00:56:00,0.9999951,0.9999999999914795
1058,86484284,69181000,2024-01-01 00:57:00,00:57:00,0.9999758,0.999999999978026
1059,97093763,5511000,2024-01-01 00:58:00,00:58:00,0.9999865,0.9999999999559777
1060,79041934,94753000,2024-01-01 00:59:00,00:59:00,0.9999877,0.999999999991233
1061,92307502,34023000,2024-01-01 01:00:00,01:00:00,0.99999297,0.9999999999963303
1062,51730137,1736000,2024-01-01 01:01:00,01:01:00,0.9999901,0.9999999999910321
1063,40050246,52559000,2024-01-01 01:02:00,01:02:00,0.99998724,0.9999999999420772
1064,79426885,52872000,2024-01-01 01:03:00,01:03:00,0.99998295,0.9999999999856364
1065,79974752,72018000,2024-01-01 01:04:00,01:04:00,0.9999944,0.9999999999897009
1066,77722759,49959000,2024-01-01 01:05:00,01:05:00,0.9999801,0.9999999999897227
1067,77704361,27500000,2024-01-01 01:06:00,01:06:00,0.9999907,0.9999999999920124
1068,39679207,47316000,2024-01-01 01:07:00,01:07:00,0.9999918,0.999999999994095
1069,54014765,96360000,2024-01-01 01:08:00,01:08:00,0.9999846,0.9999999999283322
1070,81568937,52601000,2024-01-01 01:09:00,01:09:00,0.9999901,0.9999999999836731
1071,84848847,59256000,2024-01-01 01:10:00,01:10:00,0.99999475,0.9999999999878626
1072,83976093,41949000,2024-01-01 01:11:00,01:11:00,0.99999344,0.9999999999978793
1073,35652439,27719000,2024-01-01 01:12:00,01:12:00,0.99999034,0.9999999999926561
1074,82857853,21309000,2024-01-01 01:13:00,01:13:00,0.99998796,0.9999999999636442
1075,83931731,33020000,2024-01-01 01:14:00,01:14:00,0.9999734,0.9999999999711016
1076,27366650,30545000,2024-01-01 01:15:00,01:15:00,0.99998415,0.9999999999184304
1077,87510903,8154000,2024-01-01 01:16:00,01:16:00,0.99999607,0.9999999999971145
1078,48841184,79268000,2024-01-01 01:17:00,01:17:00,0.9999893,0.9999999999882205
1079,38256907,5053000,2024-01-01 01:18:00,01:18:00,0.99999404,0.9999999999921159
1080,17081994,75553000,2024-01-01 01:19:00,01:19:00,0.99999475,0.9999999999804705
1081,85700205,34687000,2024-01-01 01:20:00,01:20:00,0.99998677,0.9999999999804534
1082,96719044,52527000,2024-01-01 01:21:00,01:21:00,0.999984,0.9999999999584563
1083,91601988,12352000,2024-01-01 01:22:00,01:22:00,0.99999213,0.9999999999756495
1084,18063612,19521000,2024-01-01 01:23:00,01:23:00,0.99999666,0.999999999990475
1085,10294463,41686000,2024-01-01 01:24:00,01:24:00,0.99999285,0.99999999997692
1086,71037448,94134000,2024-01-01 01:25:00,01:25:00,0.9999888,0.9999999999622904
1087,53295199,28173000,2024-01-01 01:26:00,01:26:00,0.9999901,0.9999999999142402
1088,83960887,63358000,2024-01-01 01:27:00,01:27:00,0.9999937,0.9999999999884392
1089,25399226,47520000,2024-01-01 01:28:00,01:28:00,0.9999951,0.999999999992687
1090,82770916,20715000,2024-01-01 01:29:00,01:29:00,0.9999856,0.999999999960945
1091,62655321,50953000,2024-01-01 01:30:00,01:30:00,0.99998415,0.9999999999453086
1092,12415422,57148000,2024-01-01 01:31:00,01:31:00,0.9999895,0.9999999999921405
1093,13721417,81979000,2024-01-01 01:32:00,01:32:00,0.99998367,0.9999999999921338
1094,78807126,54862000,2024-01-01 01:33:00,01:33:00,0.9999938,0.9999999999979441
1095,52482026,58629000,2024-01-01 01:34:00,01:34:00,0.99999523,0.9999999999796263
1096,62401129,35025000,2024-01-01 01:35:00,01:35:00,0.9999776,0.9999999999724676
1097,54365472,18156000,2024-01-01 01:36:00,01:36:00,0.9999962,0.9999999999953642
1098,50556837,75274000,2024-01-01 01:37:00,01:37:00,0.9999945,0.9999999999912066
1099,53460691,71761000,2024-01-01 01:38:00,01:38:00,0.9999945,0.9999999999965301
1100,98444457,67660000,2024-01-01 01:39:00,01:39:00,0.99999404,0.9999999999912359
1101,14602117,24923000,2024-01-01 01:40:00,01:40:00,0.99999154,0.999999999997186
1102,63490363,19042000,2024-01-01 01:41:00,01:41:00,0.99999106,0.9999999999578442
1103,35427948,59337000,2024-01-01 01:42:00,01:42:00,0.99998903,0.9999999999852698
1104,71306150,63719000,2024-01-01 01:43:00,01:43:00,0.99998987,0.9999999999828639
1105,42712041,48391000,2024-01-01 01:44:00,01:44:00,0.9999877,0.9999999999713529
1106,20736128,5842000,2024-01-01 01:45:00,01:45:00,0.9999908,0.9999999999563123
1107,87471747,55190000,2024-01-01 01:46:00,01:46:00,0.99998677,0.9999999999609499
1108,73180436,29350000,2024-01-01 01:47:00,01:47:00,0.99998784,0.9999999999812239
1109,17246418,36318000,2024-01-01 01:48:00,01:48:00,0.99998903,0.9999999999828613
1110,32193546,35447000,2024-01-01 01:49:00,01:49:00,0.99999213,0.9999999999743536
1111,69845736,72822000,2024-01-01 01:50:00,01:50:00,0.9999939,0.9999999999905842
1112,19577056,4125000,2024-01-01 01:51:00,01:51:00,0.99999344,0.9999999999740778
1113,99561368,27847000,2024-01-01 01:52:00,01:52:00,0.9999864,0.9999999999818332
1114,78863021,66795000,2024-01-01 01:53:00,01:53:00,0.99999464,0.9999999999914826
1115,77084493,66523000,2024-01-01 01:54:00,01:54:00,0.9999912,0.9999999999662215
1116,86035945,83092000,2024-01-01 01:55:00,01:55:00,0.99996066,0.9999999999682831
1117,49588663,39894000,2024-01-01 01:56:00,01:56:00,0.9999807,0.9999999999752291
1118,75123448,53372000,2024-01-01 01:57:00,01:57:00,0.99999523,0.9999999999959501
1119,22110017,22732000,2024-01-01 01:58:00,01:58:00,0.9999945,0.9999999999938503
1120,20144585,54724000,2024-01-01 01:59:00,01:59:00,0.99998665,0.9999999999930715
1121,47746773,39468000,2024-01-01 02:00:00,02:00:00,0.99998057,0.9999999999621016
1122,81385452,40049000,2024-01-01 02:01:00,02:01:00,0.9999893,0.9999999999853957
1123,99307266,54530000,2024-01-01 02:02:00,02:02:00,0.99999106,0.9999999999903426
1124,23224760,31478000,2024-01-01 02:03:00,02:03:00,0.999982,0.9999999999706519
1125,25557034,59637000,2024-01-01 02:04:00,02:04:00,0.999992,0.9999999999877456
1126,58481916,67304000,2024-01-01 02:05:00,02:05:00,0.99998236,0.9999999999535296
1127,66974561,11453000,2024-01-01 02:06:00,02:06:00,0.9999931,0.9999999999909828
1128,74933742,88450000,2024-01-01 02:07:00,02:07:00,0.99998355,0.9999999999932199
1129,97790536,38504000,2024-01-01 02:08:00,02:08:00,0.99998295,0.9999999999842493
1130,84719525,79552000,2024-01-01 02:09:00,02:09:00,0.9999901,0.999999999983656
1131,55616126,89653000,2024-01-01 02:10:00,02:10:00,0.9999926,0.9999999999921048
1132,91642790,16192000,2024-01-01 02:11:00,02:11:00,0.99999595,0.9999999999867444
1133,27382659,7058000,2024-01-01 02:12:00,02:12:00,0.9999858,0.9999999999881803
1134,58434821,74386000,2024-01-01 02:13:00,02:13:00,0.9999931,0.999999999963765
1135,30807063,19396000,2024-01-01 02:14:00,02:14:00,0.99999225,0.9999999999955056
1136,45232023,51840000,2024-01-01 02:15:00,02:15:00,0.99998975,0.9999999999904798
1137,59098436,11279000,2024-01-01 02:16:00,02:16:00,0.9999901,0.9999999999966769
1138,76561119,75196000,2024-01-01 02:17:00,02:17:00,0.9999962,0.9999999999925253
1139,46102513,30005000,2024-01-01 02:18:00,02:18:00,0.9999788,0.9999999999440485
1140,77898652,671000,2024-01-01 02:19:00,02:19:00,0.9999943,0.9999999999961406
1141,98782785,92428000,2024-01-01 02:20:00,02:20:00,0.99998796,0.999999999994958
1142,39549357,15552000,2024-01-01 02:21:00,02:21:00,0.99999404,0.9999999999970972
1143,93949005,87567000,2024-01-01 02:22:00,02:22:00,0.9999925,0.9999999999896554
1144,18726692,26362000,2024-01-01 02:23:00,02:23:00,0.9999902,0.9999999999523193
1145,75479254,73047000,2024-01-01 02:24:00,02:24:00,0.9999912,0.999999999984825
1146,73899749,59295000,2024-01-01 02:25:00,02:25:00,0.9999956,0.9999999999935216
1147,89960901,28142000,2024-01-01 02:26:00,02:26:00,0.9999875,0.9999999999937415
1148,73689689,9012000,2024-01-01 02:27:00,02:27:00,0.99998116,0.9999999999348412
1149,79214527,5659000,2024-01-01 02:28:00,02:28:00,0.9999881,0.999999999986483
1150,68330249,26635000,2024-01-01 02:29:00,02:29:00,0.99998987,0.9999999999820337
1151,71112813,51496000,2024-01-01 02:30:00,02:30:00,0.99998343,0.9999999999076701
1152,50489325,51079000,2024-01-01 02:31:00,02:31:00,0.9999937,0.9999999999857274
1153,72864532,64122000,2024-01-01 02:32:00,02:32:00,0.99999034,0.9999999999893951
1154,89366237,26010000,2024-01-01 02:33:00,02:33:00,0.9999914,0.9999999999944993
1155,12587387,55610000,2024-01-01 02:34:00,02:34:00,0.99999213,0.9999999999941169
1156,50391473,11986000,2024-01-01 02:35:00,02:35:00,0.9999914,0.9999999999851259
1157,49271926,89005000,2024-01-01 02:36:00,02:36:00,0.9999888,0.9999999999836742
1158,12159570,64071000,2024-01-01 02:37:00,02:37:00,0.99999225,0.9999999999722617
1159,67836557,72763000,2024-01-01 02:38:00,02:38:00,0.9999958,0.9999999999930544
1160,81966125,59127000,2024-01-01 02:39:00,02:39:00,0.99999046,0.9999999999897213
1161,12262642,69559000,2024-01-01 02:40:00,02:40:00,0.9999895,0.9999999999929736
1162,78752520,30678000,2024-01-01 02:41:00,02:41:00,0.99998724,0.9999999999951732
1163,50689122,95767000,2024-01-01 02:42:00,02:42:00,0.9999937,0.9999999999870257
1164,44723793,70750000,2024-01-01 02:43:00,02:43:00,0.99999094,0.999999999995143
1165,47590681,42660000,2024-01-01 02:44:00,02:44:00,0.99999106,0.9999999999942017
1166,97904330,20134000,2024-01-01 02:45:00,02:45:00,0.9999957,0.9999999999868949
1167,74712503,66149000,2024-01-01 02:46:00,02:46:00,0.9999901,0.9999999999555831
1168,23348984,10177000,2024-01-01 02:47:00,02:47:00,0.9999881,0.9999999999850337
1169,14574483,67965000,2024-01-01 02:48:00,02:48:00,0.99999535,0.9999999999938691
1170,82237042,61431000,2024-01-01 02:49:00,02:49:00,0.9999931,0.9999999999864231
1171,87055132,68251000,2024-01-01 02:50:00,02:50:00,0.99998224,0.9999999999679425
1172,76409049,9374000,2024-01-01 02:51:00,02:51:00,0.999987,0.999999999976976
1173,26310790,39149000,2024-01-01 02:52:00,02:52:00,0.9999747,0.9999999999863354
1174,66966589,46285000,2024-01-01 02:53:00,02:53:00,0.9999925,0.999999999996293
1175,27562188,61608000,2024-01-01 02:54:00,02:54:00,0.9999944,0.99999999999229
1176,96078990,64679000,2024-01-01 02:55:00,02:55:00,0.99999475,0.9999999999862066
1177,57235400,45299000,2024-01-01 02:56:00,02:56:00,0.99999225,0.9999999999769522
1178,73084431,92603000,2024-01-01 02:57:00,02:57:00,0.99998844,0.9999999999829745
1179,84298879,70896000,2024-01-01 02:58:00,02:58:00,0.99998915,0.9999999999902489
1180,14665148,21385000,2024-01-01 02:59:00,02:59:00,0.9999707,0.9999999999863238
1181,12088418,11711000,2024-01-01 03:00:00,03:00:00,0.9999869,0.9999999999895746
1182,58443118,2595000,2024-01-01 03:01:00,03:01:00,0.99997723,0.9999999999270708
1183,25223330,8212000,2024-01-01 03:02:00,03:02:00,0.99997723,0.9999999999752116
1184,50732287,99268000,2024-01-01 03:03:00,03:03:00,0.9999945,0.9999999999970608
1185,29443928,52132000,2024-01-01 03:04:00,03:04:00,0.99998856,0.9999999999703164
1186,75116514,89760000,2024-01-01 03:05:00,03:05:00,0.99999213,0.9999999999936584
1187,21501951,741000,2024-01-01 03:06:00,03:06:00,0.99998176,0.9999999999925557
1188,64889284,39962000,2024-01-01 03:07:00,03:07:00,0.99998987,0.9999999999603397
1189,41248956,82235000,2024-01-01 03:08:00,03:08:00,0.9999896,0.9999999999933196
1190,48466115,11614000,2024-01-01 03:09:00,03:09:00,0.9999933,0.9999999999897415
1191,78353735,22525000,2024-01-01 03:10:00,03:10:00,0.9999901,0.9999999999892255
1192,99153385,6031000,2024-01-01 03:11:00,03:11:00,0.99998534,0.9999999999868665
1193,99645731,34177000,2024-01-01 03:12:00,03:12:00,0.9999807,0.9999999998950648
1194,96213388,70365000,2024-01-01 03:13:00,03:13:00,0.9999938,0.9999999999928828
1195,90557940,6984000,2024-01-01 03:14:00,03:14:00,0.9999894,0.9999999999187101
1196,56701827,74602000,2024-01-01 03:15:00,03:15:00,0.9999918,0.9999999999863309
1197,57178023,56972000,2024-01-01 03:16:00,03:16:00,0.9999795,0.9999999999441211
1198,60593726,30001000,2024-01-01 03:17:00,03:17:00,0.9999906,0.9999999999934368
1199,40157820,55942000,2024-01-01 03:18:00,03:18:00,0.9999914,0.9999999999826934
1200,49931905,98979000,2024-01-01 03:19:00,03:19:00,0.9999902,0.9999999999798292
1201,40972600,29742000,2024-01-01 03:20:00,03:20:00,0.9999907,0.9999999999914255
1202,34720413,25783000,2024-01-01 03:21:00,03:21:00,0.99998724,0.9999999999891933
1203,51131746,51738000,2024-01-01 03:22:00,03:22:00,0.9999819,0.9999999999565061
1204,72829777,87426000,2024-01-01 03:23:00,03:23:00,0.99999475,0.999999999996757
1205,19383851,35796000,2024-01-01 03:24:00,03:24:00,0.99998415,0.9999999999857156
1206,59786301,89187000,2024-01-01 03:25:00,03:25:00,0.99999416,0.9999999999882225
1207,59090224,4816000,2024-01-01 03:26:00,03:26:00,0.99998677,0.999999999904255
1208,62934458,8235000,2024-01-01 03:27:00,03:27:00,0.9999939,0.9999999999942495
1209,38735021,60600000,2024-01-01 03:28:00,03:28:00,0.99998796,0.999999999982442
1210,34622233,62506000,2024-01-01 03:29:00,03:29:00,0.9999871,0.9999999999900344
1211,29468641,79914000,2024-01-01 03:30:00,03:30:00,0.999992,0.9999999999983478
1212,78457070,79568000,2024-01-01 03:31:00,03:31:00,0.9999714,0.9999999999737608
1213,17195518,23647000,2024-01-01 03:32:00,03:32:00,0.99997807,0.9999999999734253
1214,89759382,63091000,2024-01-01 03:33:00,03:33:00,0.99999654,0.9999999999936806
1215,41877490,44558000,2024-01-01 03:34:00,03:34:00,0.9999926,0.9999999999866493
1216,49585045,55479000,2024-01-01 03:35:00,03:35:00,0.9999906,0.9999999999836076
1217,61840287,37568000,2024-01-01 03:36:00,03:36:00,0.9999758,0.99999999998355
1218,13429343,18105000,2024-01-01 03:37:00,03:37:00,0.99999154,0.9999999999797584
1219,93849595,66232000,2024-01-01 03:38:00,03:38:00,0.99998844,0.999999999977129
1220,77981668,34973000,2024-01-01 03:39:00,03:39:00,0.9999844,0.9999999999861326
1221,63840488,89101000,2024-01-01 03:40:00,03:40:00,0.9999913,0.9999999999843505
1222,41740577,20463000,2024-01-01 03:41:00,03:41:00,0.9999901,0.9999999999761371
1223,77937570,12984000,2024-01-01 03:42:00,03:42:00,0.9999913,0.9999999999713411
1224,88285114,78743000,2024-01-01 03:43:00,03:43:00,0.99998605,0.9999999999784086
1225,56547158,94498000,2024-01-01 03:44:00,03:44:00,0.9999845,0.9999999999834395
1226,63128933,8795000,2024-01-01 03:45:00,03:45:00,0.99998736,0.9999999999909492
1227,99191919,63234000,2024-01-01 03:46:00,03:46:00,0.9999895,0.9999999999009408
1228,15176842,40637000,2024-01-01 03:47:00,03:47:00,0.9999925,0.9999999999778466
1229,50395801,42691000,2024-01-01 03:48:00,03:48:00,0.9999968,0.9999999999977431
1230,20651977,36051000,2024-01-01 03:49:00,03:49:00,0.99994075,0.9999999999843074
1231,47104123,20929000,2024-01-01 03:50:00,03:50:00,0.99998546,0.9999999999598259
1232,69828517,42799000,2024-01-01 03:51:00,03:51:00,0.9999939,0.9999999999919487
1233,52913140,99527000,2024-01-01 03:52:00,03:52:00,0.999992,0.9999999999927391
1234,11536613,11884000,2024-01-01 03:53:00,03:53:00,0.9999901,0.9999999999930551
1235,96312768,19534000,2024-01-01 03:54:00,03:54:00,0.99999535,0.9999999999978022
1236,94306312,42882000,2024-01-01 03:55:00,03:55:00,0.9999906,0.9999999999772444
1237,57965073,20196000,2024-01-01 03:56:00,03:56:00,0.99999106,0.9999999999687612
1238,86517936,27481000,2024-01-01 03:57:00,03:57:00,0.9999901,0.9999999999860503
1239,84651213,6057000,2024-01-01 03:58:00,03:58:00,0.99998975,0.9999999999262055
1240,45667553,49692000,2024-01-01 03:59:00,03:59:00,0.9999894,0.9999999999661804
1241,12900507,9799000,2024-01-01 04:00:00,04:00:00,0.9999937,0.9999999999922426
1242,19962506,20355000,2024-01-01 04:01:00,04:01:00,0.9999926,0.99999999999694
1243,51827394,73736000,2024-01-01 04:02:00,04:02:00,0.9999939,0.999999999993749
1244,15339900,20004000,2024-01-01 04:03:00,04:03:00,0.99999106,0.999999999977133
1245,54534364,55095000,2024-01-01 04:04:00,04:04:00,0.9999931,0.9999999999936218
1246,35955963,58018000,2024-01-01 04:05:00,04:05:00,0.999995,0.9999999999950857
1247,36902586,70976000,2024-01-01 04:06:00,04:06:00,0.99999225,0.9999999999754463
1248,69098515,40022000,2024-01-01 04:07:00,04:07:00,0.9999883,0.9999999999724374
1249,42515604,61922000,2024-01-01 04:08:00,04:08:00,0.9999927,0.9999999999777434
1250,44954719,36104000,2024-01-01 04:09:00,04:09:00,0.99999166,0.9999999999933484
1251,14329659,97716000,2024-01-01 04:10:00,04:10:00,0.9999734,0.9999999999877613
1252,40302422,14509000,2024-01-01 04:11:00,04:11:00,0.9999927,0.9999999999837446
1253,27481868,38786000,2024-01-01 04:12:00,04:12:00,0.99998415,0.9999999999843239
1254,74082515,62324000,2024-01-01 04:13:00,04:13:00,0.9999939,0.9999999999895546
1255,36719736,77469000,2024-01-01 04:14:00,04:14:00,0.99999356,0.999999999996515
1256,97338437,48792000,2024-01-01 04:15:00,04:15:00,0.9999863,0.9999999999841394
1257,93098576,53510000,2024-01-01 04:16:00,04:16:00,0.9999783,0.9999999999661184
1258,20075460,23066000,2024-01-01 04:17:00,04:17:00,0.9999902,0.9999999999937348
1259,59893494,6163000,2024-01-01 04:18:00,04:18:00,0.9999924,0.9999999999908991
1260,83657426,6692000,2024-01-01 04:19:00,04:19:00,0.9999813,0.9999999999778768
1261,58467609,70000,2024-01-01 04:20:00,04:20:00,0.99998903,0.9999999999778868
1262,85669780,32845000,2024-01-01 04:21:00,04:21:00,0.999987,0.9999999999797469
1263,37691875,5517000,2024-01-01 04:22:00,04:22:00,0.99998796,0.9999999999826725
1264,54637529,62231000,2024-01-01 04:23:00,04:23:00,0.99998343,0.9999999999073104
1265,52614238,84077000,2024-01-01 04:24:00,04:24:00,0.9999844,0.9999999999761442
1266,53414976,87262000,2024-01-01 04:25:00,04:25:00,0.99998915,0.9999999999951021
1267,83032127,92396000,2024-01-01 04:26:00,04:26:00,0.9999858,0.9999999999871019
1268,63586259,51197000,2024-01-01 04:27:00,04:27:00,0.9999815,0.9999999999906906
1269,78587066,27278000,2024-01-01 04:28:00,04:28:00,0.9999925,0.9999999999912328
1270,14197133,11740000,2024-01-01 04:29:00,04:29:00,0.99999404,0.9999999999957789
1271,25341781,81074000,2024-01-01 04:30:00,04:30:00,0.99998724,0.9999999999918288
1272,82776232,71420000,2024-01-01 04:31:00,04:31:00,0.9999907,0.9999999999538747
1273,50781691,72656000,2024-01-01 04:32:00,04:32:00,0.9999918,0.9999999999687301
1274,53234028,72603000,2024-01-01 04:33:00,04:33:00,0.99999166,0.9999999999889941
1275,93748939,49481000,2024-01-01 04:34:00,04:34:00,0.99996793,0.9999999999373601
1276,97512577,55954000,2024-01-01 04:35:00,04:35:00,0.9999938,0.9999999999945555
1277,61302048,1788000,2024-01-01 04:36:00,04:36:00,0.9999715,0.9999999999752054
1278,35979106,91445000,2024-01-01 04:37:00,04:37:00,0.9999814,0.9999999999801068
1279,10670109,11557000,2024-01-01 04:38:00,04:38:00,0.9999931,0.9999999999582527
1280,23907277,49856000,2024-01-01 04:39:00,04:39:00,0.9999852,0.9999999999762985
1281,12284079,36372000,2024-01-01 04:40:00,04:40:00,0.9999802,0.9999999999399958
1282,61921535,66018000,2024-01-01 04:41:00,04:41:00,0.9999845,0.9999999999758828
1283,58052808,70993000,2024-01-01 04:42:00,04:42:00,0.9999871,0.9999999999940783
1284,56341677,41532000,2024-01-01 04:43:00,04:43:00,0.9999927,0.9999999999816929
1285,14883070,20852000,2024-01-01 04:44:00,04:44:00,0.9999918,0.9999999999901992
1286,48860392,47223000,2024-01-01 04:45:00,04:45:00,0.99999547,0.9999999999883753
1287,45811900,64794000,2024-01-01 04:46:00,04:46:00,0.9999933,0.9999999999891742
1288,59927494,69313000,2024-01-01 04:47:00,04:47:00,0.9999927,0.999999999977023
1289,96374085,3661000,2024-01-01 04:48:00,04:48:00,0.9999958,0.9999999999949245
1290,10878770,32627000,2024-01-01 04:49:00,04:49:00,0.99998534,0.9999999999843792
1291,36975873,54840000,2024-01-01 04:50:00,04:50:00,0.9999865,0.9999999999931557
1292,14980226,57085000,2024-01-01 04:51:00,04:51:00,0.9999876,0.9999999999826288
1293,12249051,5268000,2024-01-01 04:52:00,04:52:00,0.9999839,0.9999999999283087
1294,58963263,12393000,2024-01-01 04:53:00,04:53:00,0.9999809,0.9999999999804685
1295,49859602,97333000,2024-01-01 04:54:00,04:54:00,0.9999876,0.9999999999647506
1296,91703165,34628000,2024-01-01 04:55:00,04:55:00,0.9999852,0.9999999999805056
1297,55540228,63694000,2024-01-01 04:56:00,04:56:00,0.9999932,0.9999999999841678
1298,23414860,89871000,2024-01-01 04:57:00,04:57:00,0.9999919,0.999999999980492
1299,10867105,2040000,2024-01-01 04:58:00,04:58:00,0.99998856,0.9999999999882181
1300,94645270,25840000,2024-01-01 04:59:00,04:59:00,0.9999858,0.9999999999901865
1301,82141865,49517000,2024-01-01 05:00:00,05:00:00,0.9999945,0.9999999999933775
1302,59949286,96254000,2024-01-01 05:01:00,05:01:00,0.9999862,0.9999999999639544
1303,43270992,55840000,2024-01-01 05:02:00,05:02:00,0.9999883,0.9999999999745128
1304,35064352,36446000,2024-01-01 05:03:00,05:03:00,0.9999865,0.9999999999956628
1305,43289916,55537000,2024-01-01 05:04:00,05:04:00,0.99999106,0.9999999999891083
1306,59392253,87777000,2024-01-01 05:05:00,05:05:00,0.99999285,0.9999999999887053
1307,34136615,35458000,2024-01-01 05:06:00,05:06:00,0.9999894,0.9999999999753957
1308,41230529,15368000,2024-01-01 05:07:00,05:07:00,0.99999416,0.9999999999921896
1309,36264501,15589000,2024-01-01 05:08:00,05:08:00,0.9999876,0.999999999995677
